    -1.00000000000000e-02,                       0.0
    -9.98046875000000e-03,                       0.0
    -9.96093750000000e-03,                       0.0
    -9.94140625000000e-03,                       0.0
    -9.92187500000000e-03,                       0.0
    -9.90234375000000e-03,                       0.0
    -9.88281250000000e-03,                       0.0
    -9.86328125000000e-03,                       0.0
    -9.84375000000000e-03,                       0.0
    -9.82421875000000e-03,                       0.0
    -9.80468750000000e-03,                       0.0
    -9.78515625000000e-03,                       0.0
    -9.76562500000000e-03,                       0.0
    -9.74609375000000e-03,                       0.0
    -9.72656250000000e-03,                       0.0
    -9.70703125000000e-03,                       0.0
    -9.68750000000000e-03,                       0.0
    -9.66796875000000e-03,                       0.0
    -9.64843750000000e-03,                       0.0
    -9.62890625000000e-03,                       0.0
    -9.60937500000000e-03,                       0.0
    -9.58984375000000e-03,                       0.0
    -9.57031250000000e-03,           9417979368456.2
    -9.55078125000000e-03,       4.7391088425337e+13
    -9.53125000000000e-03,           5690932206206.8
    -9.51171875000000e-03,                       0.0
    -9.49218750000000e-03,       1.1478957609278e+13
    -9.47265625000000e-03,       4.5936193064538e+13
    -9.45312500000000e-03,           5084849326187.0
    -9.43359375000000e-03,       3.0529060408348e+13
    -9.41406250000000e-03,           720939591653.01
    -9.39453125000000e-03,       2.4270471620666e+13
    -9.37500000000000e-03,       8.8478685180775e+13
    -9.35546875000000e-03,       1.0565232523813e+14
    -9.33593750000000e-03,       1.1408202737604e+14
    -9.31640625000000e-03,       1.4329270178101e+14
    -9.29687500000000e-03,       1.3311542646816e+14
    -9.27734375000000e-03,       1.6212400277779e+14
    -9.25781250000000e-03,       1.7054617610961e+14
    -9.23828125000000e-03,       2.4108389103689e+14
    -9.21875000000000e-03,       2.3129354132573e+14
    -9.19921875000000e-03,       2.9748111917575e+14
    -9.17968750000000e-03,       2.8359141111664e+14
    -9.16015625000000e-03,       4.1955941972985e+14
    -9.14062500000000e-03,       5.4473936914665e+14
    -9.12109375000000e-03,       7.0135126810948e+14
    -9.10156250000000e-03,       4.3647768474108e+14
    -9.08203125000000e-03,       5.0756417595791e+14
    -9.06250000000000e-03,       4.5222431426553e+14
    -9.04296875000000e-03,       5.0058699760791e+14
    -9.02343750000000e-03,       5.3191400701113e+14
    -9.00390625000000e-03,       6.3904253940532e+14
    -8.98437500000000e-03,       7.5024265017399e+14
    -8.96484375000000e-03,        7.851353898738e+14
    -8.94531250000000e-03,       8.4087756739107e+14
    -8.92578125000000e-03,       5.6217250740315e+14
    -8.90625000000000e-03,       5.9243724867781e+14
    -8.88671875000000e-03,        7.824678584007e+14
    -8.86718750000000e-03,       7.2302271725957e+14
    -8.84765625000000e-03,       8.5932437908065e+14
    -8.82812500000000e-03,       8.8428024205515e+14
    -8.80859375000000e-03,       8.1874491651646e+14
    -8.78906250000000e-03,        7.779472141192e+14
    -8.76953125000000e-03,       1.0305305638157e+15
    -8.75000000000000e-03,        5.533263403874e+14
    -8.73046875000000e-03,       7.8869329417344e+14
    -8.71093750000000e-03,       1.0946005431581e+15
    -8.69140625000000e-03,       7.3548627807029e+14
    -8.67187500000000e-03,       8.0361046924952e+14
    -8.65234375000000e-03,       8.6562225290802e+14
    -8.63281250000000e-03,       1.0846461910906e+15
    -8.61328125000000e-03,       9.4810211624016e+14
    -8.59375000000000e-03,       9.0397025377902e+14
    -8.57421875000000e-03,       8.4578007219178e+14
    -8.55468750000000e-03,       1.1570880222418e+15
    -8.53515625000000e-03,       1.0434370242764e+15
    -8.51562500000000e-03,       1.1631981544119e+15
    -8.49609375000000e-03,       8.1663152144288e+14
    -8.47656250000000e-03,       7.6387202405392e+14
    -8.45703125000000e-03,       9.0836860645963e+14
    -8.43750000000000e-03,       9.5225647278871e+14
    -8.41796875000000e-03,       1.1887345486414e+15
    -8.39843750000000e-03,       1.2014878443246e+15
    -8.37890625000000e-03,       1.3839789622991e+15
    -8.35937500000000e-03,       1.0102480353161e+15
    -8.33984375000000e-03,       1.0780814350738e+15
    -8.32031250000000e-03,       1.0352031512415e+15
    -8.30078125000000e-03,        9.705269899677e+14
