    -1.00000000000000e-02,                       0.0
    -9.98046875000000e-03,                       0.0
    -9.96093750000000e-03,                       0.0
    -9.94140625000000e-03,       1.7579823776355e+13
    -9.92187500000000e-03,       4.4920176223647e+13
    -9.90234375000000e-03,                       0.0
    -9.88281250000000e-03,       1.3536372326106e+13
    -9.86328125000000e-03,       1.7713627673894e+13
    -9.84375000000000e-03,                       0.0
    -9.82421875000000e-03,                       0.0
    -9.80468750000000e-03,        3.383501654893e+13
    -9.78515625000000e-03,       2.8664983451071e+13
    -9.76562500000000e-03,                       0.0
    -9.74609375000000e-03,                       0.0
    -9.72656250000000e-03,       5.0294184371213e+13
    -9.70703125000000e-03,       7.9827758669403e+13
    -9.68750000000000e-03,       1.5641673745328e+14
    -9.66796875000000e-03,       1.7839477140078e+14
    -9.64843750000000e-03,        1.422486120974e+13
    -9.62890625000000e-03,       1.0060818548798e+14
    -9.60937500000000e-03,       1.5606180869453e+14
    -9.58984375000000e-03,       2.1702815254564e+14
    -9.57031250000000e-03,       2.3993847276821e+14
    -9.55078125000000e-03,       1.3420192162874e+14
    -9.53125000000000e-03,        3.061581601913e+14
    -9.51171875000000e-03,        1.813027377332e+14
    -9.49218750000000e-03,       2.7606560745319e+14
    -9.47265625000000e-03,       3.4510734285944e+14
    -9.45312500000000e-03,       3.5010126198564e+14
    -9.43359375000000e-03,       3.8409727488847e+14
    -9.41406250000000e-03,       3.9028038649707e+14
    -9.39453125000000e-03,       4.2494622100352e+14
    -9.37500000000000e-03,       5.3094240001037e+14
    -9.35546875000000e-03,       6.2085017452342e+14
    -9.33593750000000e-03,        5.107219169704e+14
    -9.31640625000000e-03,       6.5027268840627e+14
    -9.29687500000000e-03,       5.6181118573672e+14
    -9.27734375000000e-03,       5.5201102250905e+14
    -9.25781250000000e-03,       5.6816566889098e+14
    -9.23828125000000e-03,       7.3063678922302e+14
    -9.21875000000000e-03,       6.1317151012942e+14
    -9.19921875000000e-03,       6.3311754355983e+14
    -9.17968750000000e-03,       7.1692864441866e+14
    -9.16015625000000e-03,       7.6816523154618e+14
    -9.14062500000000e-03,       7.4813412527969e+14
    -9.12109375000000e-03,       6.4644350659014e+14
    -9.10156250000000e-03,       9.4621372852502e+14
    -9.08203125000000e-03,        8.086711354242e+14
    -9.06250000000000e-03,       9.8298132174298e+14
    -9.04296875000000e-03,       1.0274997309915e+15
    -9.02343750000000e-03,       9.1107607308879e+14
    -9.00390625000000e-03,        9.391360388522e+14
    -8.98437500000000e-03,       7.9885510270999e+14
    -8.96484375000000e-03,       7.9715550247494e+14
    -8.94531250000000e-03,       8.3502179742586e+14
    -8.92578125000000e-03,       8.1454370822261e+14
    -8.90625000000000e-03,        7.102346576127e+14
    -8.88671875000000e-03,       8.1670325289201e+14
    -8.86718750000000e-03,       8.1742950037021e+14
    -8.84765625000000e-03,       1.0758278430045e+15
    -8.82812500000000e-03,       8.2600823768806e+14
    -8.80859375000000e-03,       9.1911291569744e+14
    -8.78906250000000e-03,       8.0364070866668e+14
    -8.76953125000000e-03,       1.1233835464559e+15
    -8.75000000000000e-03,       1.1848791365733e+15
    -8.73046875000000e-03,       9.2327377359692e+14
    -8.71093750000000e-03,       8.5270458239302e+14
    -8.69140625000000e-03,       1.0345701227624e+15
    -8.67187500000000e-03,       1.0863280095387e+15
    -8.65234375000000e-03,        1.078534529412e+15
    -8.63281250000000e-03,       8.7819020623396e+14
    -8.61328125000000e-03,       7.7982597885721e+14
    -8.59375000000000e-03,       1.0666467484399e+15
    -8.57421875000000e-03,       1.0308126659029e+15
    -8.55468750000000e-03,       9.3713494100674e+14
    -8.53515625000000e-03,       9.6406873024042e+14
    -8.51562500000000e-03,       1.0022665009465e+15
    -8.49609375000000e-03,        9.280994946278e+14
    -8.47656250000000e-03,       1.1501005080459e+15
    -8.45703125000000e-03,       1.0091237408725e+15
    -8.43750000000000e-03,       1.0601657878905e+15
    -8.41796875000000e-03,       9.2530327890762e+14
    -8.39843750000000e-03,       1.0276708044221e+15
    -8.37890625000000e-03,       1.0339194656963e+15
