%            x1             x2          rosen 
  -1.450515127  -0.1822003021    528.5998719 
  0.6088582516   0.9175259788     30.0510313 
 -0.2546594693  -0.6156485072    47.88612506 
    1.41884549  -0.1840021848    482.9386715 
  -1.294433176    1.251451913    23.48971409 
 -0.8610746886   0.1186713669    42.23890177 
  -1.551763961  -0.7161054364     982.477042 
  -0.880094931   0.7998325103    3.631454624 
  -1.646752956   -1.253680274    1579.596176 
  0.5863177112    1.070915683     53.0434049 
  0.9713704066 -0.02550671558    93.89475368 
  0.1205565562   -1.731177893    305.5299544 
  0.9449268573   0.9127454178  0.02148920791 
 -0.1873933267  0.05887465823    1.474610539 
  0.1325267348    1.403483052    192.8939368 
 -0.7085329416    1.613272018    126.3420852 
   1.519575528   -1.544678616    1485.843704 
 -0.1482737865   0.7603367846    55.81943226 
   1.768126145  -0.2571778035    1146.022862 
   -0.12997247  0.02690460414    1.294284861 
  0.7655073354    1.994666444    197.9677927 
  -1.811456698   0.2007198674     955.482445 
  0.5211256281    -1.99360437    512.9703965 
 -0.4714207832   0.6578335068    21.12232959 
   0.873752514    1.724421043    92.04479088 
 -0.4994803561  -0.5873183343     72.2658737 
  -1.607500398  -0.1333422752    744.9529179 
  -1.257701818    1.349686578    10.67096503 
  0.8676014234    1.207391332    20.61402536 
   1.597092251   0.8689786787    282.7789402 
  -1.198362346   0.9823321298    25.60278866 
  -1.046464277   0.3473554833    60.11455732 
   0.270813055  -0.4226680758    25.13017271 
   0.378928501   -1.672616398    330.1131482 
   1.976031528   0.3874506136    1234.399101 
 -0.9481737982    1.432495387    32.27243741 
   1.192388143   -0.443282477    347.8073003 
  -1.248530204     1.58788522    5.124534854 
-0.07766193859   -1.792247056    324.6821842 
  0.3916266547   0.1011345469   0.6291783102 
  -1.336561198   -1.998406243    1437.874233 
   1.494428661  -0.1227553261    555.4564094 
 -0.8407617218    -1.64279775    555.5220768 
  -1.015918685   -1.984620934    914.3700272 
  0.6385248645    1.376175786      93.878648 
  -1.454904878    1.851862027    12.75242485 
   0.422463327    1.932328418    307.8744183 
  -1.628292508   -1.892165548    2071.011804 
 -0.6183076731   -1.030608326    202.2180188 
