-2.3021276471	1.2101827302	-0.3229815083	5.3833900376
-1.4986505543	1.1531960685	0.3956050361	4.8487600139
1.4590358698	2.7444257763	1.5619544068	2.6326015407
-0.3122736783	-1.5558883429	2.3933881424	5.6831145992
-0.9267604080	3.1149423118	1.7443609469	-1.5350994580
2.6884760791	0.9504194966	-3.0329889115	8.7765566304
-2.0464945824	-0.4084463205	-0.5961895543	0.2040811869
1.6815758715	-2.3104465473	-0.1214199463	4.8136807995
-1.0493288552	0.0554422589	-0.7284319550	-0.8700071342
0.8866793221	2.1184173662	-3.1351180368	13.3643314283
2.2676921684	1.1665037667	-0.1428656307	6.6836990250
2.0514188894	-2.3014956831	-3.0407838040	12.3497648327
-1.0870551014	2.8214078417	3.0996653549	-8.3638659939
-1.3408617504	-2.6994436800	-1.9847306522	-1.2029519026
2.5215754587	-0.7479248622	0.3304262339	3.8196741914
-1.6560197035	0.0536570066	-1.4530784059	-1.4204350489
-0.1443991958	0.7795548811	0.7164429363	3.3114088142
0.3238123706	1.0764226432	0.6843822064	5.7492416909
2.2424477798	2.4703335021	3.0680192434	10.4262849943
-0.8187372991	2.3077916937	-2.4167950620	0.6165637388
-1.9438212520	-0.1622211470	-2.5688530328	-4.8038421491
0.0326800398	2.4424469209	-1.4496044252	2.9463251377
-1.4166544303	0.3173180137	-0.8128659435	-0.3497915984
1.9548677636	1.0947908037	0.3095060757	6.4581589024
-0.7549583095	0.3561458356	-0.3934787191	0.1640677250
-0.5280197417	1.3774434794	-2.6491187746	3.7563948245
0.3420454708	3.1291043712	-0.8713703595	0.3558436017
0.2293597761	-2.6708702537	1.8229117962	1.9182348485
-2.5217464296	-0.5136912534	2.7919228862	-2.4201995952
2.1842590274	-3.1351564717	-1.9535368481	2.0088044063
2.8331737245	1.7517599801	-0.4867272634	7.0785126930
-2.6084069919	0.9303055500	-0.2700628875	3.9916617921
-1.6314202286	0.8953650969	0.1394922462	3.2653770663
-2.4224976950	-1.7490915164	-3.0140007489	0.6853166911
-3.1356805232	-1.6209729397	-0.3128589486	6.9764731781
1.2748523375	-0.0157414548	0.9138912181	1.0249846410
-0.4237810738	1.6083748810	-1.3274953172	6.4512082354
0.5300601405	2.3629295418	-0.2921630306	3.9588096740
2.2096886213	0.3224185748	-0.1275237937	1.5055861962
1.5110029308	2.0893903953	-0.8447540970	6.3292970050
-0.8163708171	2.2042071834	-0.2749161813	3.8185210046
-1.3971104364	1.1008738536	-0.2841878235	4.5790993805
1.6817877959	-0.9302727544	-1.8778159968	6.7295910152
2.6340316164	-0.9891896324	-3.0502631326	9.5809515815
1.6014647777	1.1230624647	3.0435953465	15.2647254504
-2.7261946493	-0.8595108647	2.5394748320	1.9350068741
